name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,img_link,product_link,specific_category,combined_text,image_name,image_path
"CSI INTERNATIONAL® Instant Water Geyser, Water Heater, Portable Water Heater, Geyser Made of First Class ABS Plastic 3KW (Red)","Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",1049,2499,58,4,638,"Instant water heater: Now comes with unbreakable First Class ABS (Acrylonitrile butadiene styrene) body and comes with water inlet and outlet Thread type. It is more convenient for usage and it will avoid water leakages. Our geyser is portable, instant, and compact, less power consumption Up to 20% saves electricity compare to other storage geyser|Auto cut off feature: It is available when the user forget to switch off it will going to automatically cut it off. (Manual reset models are only going to Standby Mode, Other Auto reset models are going to restart automatically after 10 minutes If this is not noticed, the same process keeps repeating it will increase your electricity and geyser life time also decrease.|Compact size: It provides Non-stop (247) hot water from 10 seconds onwards, just put it in the water tap and get hot water continuously it does not required additional plumbing. Ideal to use in Houses, Beauty salons, Hotels, Schools, bathroom, Kitchen, Wash area, Hospitals, Mansion and factories where there is an instant need of Warm/Hot water supply. (Strictly we are not recommended for drinking purpose)|Specifications: ABS (Acrylonitrile butadiene styrene) Shock proof and Heat resistant, Copper Heating Element Tubular type(3Kw.) , Indicators Neon Green and Red light, Thermostat Copper ISI marked, 1.5 square mm 3Core cable ISI marked 1.15Mtrs, 16Amp. Plug Pin-top ISI marked, coming with Guaranty card and user manual, with 2 No s Connecting nipple, 1 No Royal union, 1.5 m connecting hose and 2 No s Screw with wall sleeve and excellent packing|Easy to carry and safe to use: The instant water heater can be carried easily and the compact size to make things easier. It is safe to use.",https://www.pexels.com/photo/photo-of-ship-near-waterfalls-2666642/,https://www.amazon.in/CSI-INTERNATIONAL%C2%AE-Instant-portable-Plastic/dp/B081B1JL35/ref=sr_1_332?qid=1672923609&s=kitchen&sr=1-332,InstantWaterHeaters,"CSI INTERNATIONAL® Instant Water Geyser, Water Heater, Portable Water Heater, Geyser Made of First Class ABS Plastic 3KW (Red) Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters Instant water heater: Now comes with unbreakable First Class ABS (Acrylonitrile butadiene styrene) body and comes with water inlet and outlet Thread type. It is more convenient for usage and it will avoid water leakages. Our geyser is portable, instant, and compact, less power consumption Up to 20% saves electricity compare to other storage geyser|Auto cut off feature: It is available when the user forget to switch off it will going to automatically cut it off. (Manual reset models are only going to Standby Mode, Other Auto reset models are going to restart automatically after 10 minutes If this is not noticed, the same process keeps repeating it will increase your electricity and geyser life time also decrease.|Compact size: It provides Non-stop (247) hot water from 10 seconds onwards, just put it in the water tap and get hot water continuously it does not required additional plumbing. Ideal to use in Houses, Beauty salons, Hotels, Schools, bathroom, Kitchen, Wash area, Hospitals, Mansion and factories where there is an instant need of Warm/Hot water supply. (Strictly we are not recommended for drinking purpose)|Specifications: ABS (Acrylonitrile butadiene styrene) Shock proof and Heat resistant, Copper Heating Element Tubular type(3Kw.) , Indicators Neon Green and Red light, Thermostat Copper ISI marked, 1.5 square mm 3Core cable ISI marked 1.15Mtrs, 16Amp. Plug Pin-top ISI marked, coming with Guaranty card and user manual, with 2 No s Connecting nipple, 1 No Royal union, 1.5 m connecting hose and 2 No s Screw with wall sleeve and excellent packing|Easy to carry and safe to use: The instant water heater can be carried easily and the compact size to make things easier. It is safe to use.","CSI_INTERNATIONAL®_Instant_Water_Geyser,_Water_Heater,_Portable_Water_Heater,_Geyser_Made_of_First_C.jpg","/content/drive/My Drive/e_shop_images/CSI_INTERNATIONAL®_Instant_Water_Geyser,_Water_Heater,_Portable_Water_Heater,_Geyser_Made_of_First_C.jpg"
Havells Gatik Neo 400mm Pedestal Fan (Aqua Blue),"Home&Kitchen|Heating,Cooling&AirQuality|Fans|TableFans",2399,4200,43,4,397,Twin Colour design.Wattage: 60 watts.Voltage: 230 volts.Number of speeds: 3|Jerk free / Smooth Oscillation|Three speed control|Attractive colour combinations; 2 Years Warranty|Controller Type: Remote Control; Mounting Type: Floor Mount; Material Type: Plastic,https://www.pexels.com/photo/statue-of-child-in-soccer-jersey-at-outdoor-event-29737720/,https://www.amazon.in/Havells-Gatik-400mm-Pedestal-White/dp/B09VL9KFDB/ref=sr_1_333?qid=1672923609&s=kitchen&sr=1-333,TableFans,"Havells Gatik Neo 400mm Pedestal Fan (Aqua Blue) Home&Kitchen|Heating,Cooling&AirQuality|Fans|TableFans Twin Colour design.Wattage: 60 watts.Voltage: 230 volts.Number of speeds: 3|Jerk free / Smooth Oscillation|Three speed control|Attractive colour combinations; 2 Years Warranty|Controller Type: Remote Control; Mounting Type: Floor Mount; Material Type: Plastic",Havells_Gatik_Neo_400mm_Pedestal_Fan_(Aqua_Blue).jpg,/content/drive/My Drive/e_shop_images/Havells_Gatik_Neo_400mm_Pedestal_Fan_(Aqua_Blue).jpg
"INALSA Upright Vacuum Cleaner, 2-in-1,Handheld & Stick for Home & Office Use,800W- with 16KPA Strong Suction & HEPA Filtration|0.8L Dust Tank|Includes Multiple Accessories,(Grey/Black)","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums",2286,4495,49,4,326,"2-in-1 Handheld & Stick Vacuum Cleaner: With this upright vacuum cleaner by Inalsa, switch easily from an upright stick vacuum to a handheld vacuum at the touch of a button and tackle trodden-in dirt, dust and debris on furniture, soft furnishings, stairs and car interiors.|Powerful Cyclonic Suction: Dura Clean Plus utilizes an ultra-high 800watt powerful motor with a suction up to 16KPa, providing all-around protection in renewing all the corners of your home and car keeping neat. This vacuum cleaner can suck out as small as microns dust and particles hidden deeply in sofas and mattresses. Dirt just can't hide anymore !!|Improved HEPA Filter: INALSA hand vacuum cleaner features enhanced and improved HEPA filters which are capable of capturing 99.97% debris, dander and dust. It further extends the lifetime of the appliance and effectively avoids clog of filters while ensuring suction in perfect condition. Exquisite workmanship with notable durability provides you unparalleled user experience.|Low Noise & Multipurpose Attachments: Bringing you a quieter cleaning experience. Dura Clean Plus comes with 3 attachments to meet all satisfactions. Crevice nozzle for reaching debris in tight corners & spaces with ease; Dusting round brush easily picks up hair or dirt on delicate surfaces; the hose pipe adds felxibility to access for hard-to-reach areas. The floor brush provides multiple floors and carpet cleaning.|CONVENIENT & USER-FRIENDLY: This portable vacuum cleaner is light in weight and is ergonomically designed which will help you escape from fatigue clean. With the press of a button, empty your dirty container and the appliance is ready to go again in a jiffy !! You can use clean stairs, kitchen, office, car or corners without bulky and tangled cords. 1 Year Warranty by the manufacturer from the date of purchase.",https://pixabay.com/get/gdbd0ce7671e424b0fe77d9e7a55acfac068fe27b7ec67eb5b55bc8d8742e682574f65aed1bd12d6992f6d9929c2176cb_640.jpg,https://www.amazon.in/Dura-Clean-Plus-Filtration-Accessories/dp/B0B1MDZV9C/ref=sr_1_334?qid=1672923609&s=kitchen&sr=1-334,HandheldVacuums,"INALSA Upright Vacuum Cleaner, 2-in-1,Handheld & Stick for Home & Office Use,800W- with 16KPA Strong Suction & HEPA Filtration|0.8L Dust Tank|Includes Multiple Accessories,(Grey/Black) Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums 2-in-1 Handheld & Stick Vacuum Cleaner: With this upright vacuum cleaner by Inalsa, switch easily from an upright stick vacuum to a handheld vacuum at the touch of a button and tackle trodden-in dirt, dust and debris on furniture, soft furnishings, stairs and car interiors.|Powerful Cyclonic Suction: Dura Clean Plus utilizes an ultra-high 800watt powerful motor with a suction up to 16KPa, providing all-around protection in renewing all the corners of your home and car keeping neat. This vacuum cleaner can suck out as small as microns dust and particles hidden deeply in sofas and mattresses. Dirt just can't hide anymore !!|Improved HEPA Filter: INALSA hand vacuum cleaner features enhanced and improved HEPA filters which are capable of capturing 99.97% debris, dander and dust. It further extends the lifetime of the appliance and effectively avoids clog of filters while ensuring suction in perfect condition. Exquisite workmanship with notable durability provides you unparalleled user experience.|Low Noise & Multipurpose Attachments: Bringing you a quieter cleaning experience. Dura Clean Plus comes with 3 attachments to meet all satisfactions. Crevice nozzle for reaching debris in tight corners & spaces with ease; Dusting round brush easily picks up hair or dirt on delicate surfaces; the hose pipe adds felxibility to access for hard-to-reach areas. The floor brush provides multiple floors and carpet cleaning.|CONVENIENT & USER-FRIENDLY: This portable vacuum cleaner is light in weight and is ergonomically designed which will help you escape from fatigue clean. With the press of a button, empty your dirty container and the appliance is ready to go again in a jiffy !! You can use clean stairs, kitchen, office, car or corners without bulky and tangled cords. 1 Year Warranty by the manufacturer from the date of purchase.","INALSA_Upright_Vacuum_Cleaner,_2-in-1,Handheld_&_Stick_for_Home_&_Office_Use,800W-_with_16KPA_Strong.jpg","/content/drive/My Drive/e_shop_images/INALSA_Upright_Vacuum_Cleaner,_2-in-1,Handheld_&_Stick_for_Home_&_Office_Use,800W-_with_16KPA_Strong.jpg"
"ROYAL STEP - AMAZON'S BRAND - Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,4 Blades Rechargeable Bottle with (Multi color) (MULTI)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers,499,2199,77,3,3527,"Portable & Convenient to Charge: This little body light weight design is easy for you carry it to school,office,parks,camping, anywhere you want to. and it also convenient for charge by power bank, laptop, computer, car or other usb devices.|Rechargeable&Portable - The USB juicer cup comes equipped with a built-in 2000mAh rechargeable battery that can be easily charged by power bank, laptop, computer, mobile phones or other USB devices .|Easy and Safe Cleaning - It has have smart safety protection device, magnetic sensing switch ultra safe to use and clean, the juicer cup's body and bottom can be separated, you can easy to clean it|Multi-function - With our juice blender mixing kinds of fruit and vegetables,you can make natural tasty juice,milkshake,smoothie and other baby food.It's very portable and great for traveling, outdoor.|Multi Functional : drink a protein shake, smoothie or healthy drink everyday, not only for making a protein shake, smoothie, juice, and it works well for vegetable and other baby food.",https://pixabay.com/get/g24a7ec0955e0c7f26f0e63c640182fb6d8bcba6da37a862dc963656d09ce8be9d17cb7ff6d9430b69f477ae6c27c8bd2_640.jpg,https://www.amazon.in/ROYAL-STEP-Portable-Electric-Rechargeable/dp/B08TT63N58/ref=sr_1_337?qid=1672923609&s=kitchen&sr=1-337,Juicers,"ROYAL STEP - AMAZON'S BRAND - Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,4 Blades Rechargeable Bottle with (Multi color) (MULTI) Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers Portable & Convenient to Charge: This little body light weight design is easy for you carry it to school,office,parks,camping, anywhere you want to. and it also convenient for charge by power bank, laptop, computer, car or other usb devices.|Rechargeable&Portable - The USB juicer cup comes equipped with a built-in 2000mAh rechargeable battery that can be easily charged by power bank, laptop, computer, mobile phones or other USB devices .|Easy and Safe Cleaning - It has have smart safety protection device, magnetic sensing switch ultra safe to use and clean, the juicer cup's body and bottom can be separated, you can easy to clean it|Multi-function - With our juice blender mixing kinds of fruit and vegetables,you can make natural tasty juice,milkshake,smoothie and other baby food.It's very portable and great for traveling, outdoor.|Multi Functional : drink a protein shake, smoothie or healthy drink everyday, not only for making a protein shake, smoothie, juice, and it works well for vegetable and other baby food.","ROYAL_STEP_-_AMAZON'S_BRAND_-_Portable_Electric_USB_Juice_Maker_Juicer_Bottle_Blender_Grinder_Mixer,.jpg","/content/drive/My Drive/e_shop_images/ROYAL_STEP_-_AMAZON'S_BRAND_-_Portable_Electric_USB_Juice_Maker_Juicer_Bottle_Blender_Grinder_Mixer,.jpg"
"Nirdambhay Mini Bag Sealer, 2 in 1 Heat Sealer and Cutter Handheld Sealing Machine Portable Bag Resealer Sealer for Plastic Bags Food Storage Snack Fresh Bag Sealer (Including 2 AA Battery)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,429,999,57,3,617,"【Easy to Use】After installing the battery, you need to press and hold the switch button for 3-5 seconds to heat up. Put the bag that needs to be sealed in the middle, the thinner bag can be torn quickly, the thicker should be drawn slowly and evenly.|【Portable】After use, it is not necessary to disassemble the battery, and the hook can be stuck at the sealing place, and can be hung with other appliances. The perfect portable bag sealing machine, suitable for kitchen, camping, travel, etc.|【Dual use】This product is not only a sealing machine but also an opening machine, the opening is very easy and convenient.Mini and portable bag cutter and sealer,Quickly seals and cuts.|【Material】Using high-quality ABS material, fine workmanship without burrs, high temperature and low temperature resistance, durable.|【Note】Do not press violently when sealing, otherwise it will cause the metal contact piece to deform without heating. The bag to be sealed must be kept clean and free from water., oil and other stains",https://www.pexels.com/photo/a-person-holding-a-white-bag-with-pistachio-nuts-7262746/,https://www.amazon.in/Nirdambhay-Handheld-Portable-Resealer-Including/dp/B08YK7BBD2/ref=sr_1_338?qid=1672923609&s=kitchen&sr=1-338,VacuumSealers,"Nirdambhay Mini Bag Sealer, 2 in 1 Heat Sealer and Cutter Handheld Sealing Machine Portable Bag Resealer Sealer for Plastic Bags Food Storage Snack Fresh Bag Sealer (Including 2 AA Battery) Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers 【Easy to Use】After installing the battery, you need to press and hold the switch button for 3-5 seconds to heat up. Put the bag that needs to be sealed in the middle, the thinner bag can be torn quickly, the thicker should be drawn slowly and evenly.|【Portable】After use, it is not necessary to disassemble the battery, and the hook can be stuck at the sealing place, and can be hung with other appliances. The perfect portable bag sealing machine, suitable for kitchen, camping, travel, etc.|【Dual use】This product is not only a sealing machine but also an opening machine, the opening is very easy and convenient.Mini and portable bag cutter and sealer,Quickly seals and cuts.|【Material】Using high-quality ABS material, fine workmanship without burrs, high temperature and low temperature resistance, durable.|【Note】Do not press violently when sealing, otherwise it will cause the metal contact piece to deform without heating. The bag to be sealed must be kept clean and free from water., oil and other stains","Nirdambhay_Mini_Bag_Sealer,_2_in_1_Heat_Sealer_and_Cutter_Handheld_Sealing_Machine_Portable_Bag_Rese.jpg","/content/drive/My Drive/e_shop_images/Nirdambhay_Mini_Bag_Sealer,_2_in_1_Heat_Sealer_and_Cutter_Handheld_Sealing_Machine_Portable_Bag_Rese.jpg"
Cello Non-Stick Aluminium Sandwich Gas Toaster(Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,299,595,50,4,314,"Material - Pure Grade Aluminum, Colour - Black|This cookware is made of High guage & pure grade Aluminum used for higher efficiency during cooking|Even distribution of heat helps in making your sandwiches crispier|This versatile cookware is compatible with Gas Stove.|100% Flame Proof with Elegant black finish body|The handle is made from heat resistant material that enables ease and convenience while cooking and carrying the cookware|Hard anodised construction provides a stable heat distribution during cooking and is fast in heating up.",https://www.pexels.com/photo/brand-moka-pot-15763951/,https://www.amazon.in/Cello-Non-Stick-Aluminium-Sandwich-Toaster/dp/B07YQ5SN4H/ref=sr_1_339?qid=1672923609&s=kitchen&sr=1-339,SandwichMakers,"Cello Non-Stick Aluminium Sandwich Gas Toaster(Black) Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers Material - Pure Grade Aluminum, Colour - Black|This cookware is made of High guage & pure grade Aluminum used for higher efficiency during cooking|Even distribution of heat helps in making your sandwiches crispier|This versatile cookware is compatible with Gas Stove.|100% Flame Proof with Elegant black finish body|The handle is made from heat resistant material that enables ease and convenience while cooking and carrying the cookware|Hard anodised construction provides a stable heat distribution during cooking and is fast in heating up.",Cello_Non-Stick_Aluminium_Sandwich_Gas_Toaster(Black).jpg,/content/drive/My Drive/e_shop_images/Cello_Non-Stick_Aluminium_Sandwich_Gas_Toaster(Black).jpg
Proven® Copper + Mineral RO+UV+UF 10 to 12 Liter RO + UV + TDS ADJUSTER Water Purifier with Copper Charge Technology black & copper Best For Home and Office (Made In India),Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,5395,19990,73,4,535,"Color: Black and Copper, Capacity: 10-12 liters, Power: 60 watts, Input Water Temperature: 10˚ to 40˚C, Operative Input voltage: 100 -300V ac; 50Hz, Material tank type: Food grade engineered plastic; Can be used for TDS upto 1500 ppm. Please use a TDS meter to find out the correct TDS of your water source before buying a water purifier|Proven Copper+ Eco Mineral RO+UV+UF+TDS charges water with 99.8% pure copper, in real time. While as per traditional practice, water needs to be stored overnight.|Ultra Filtration imparts crystal clear clarity to your drinking water in addition to making is safe from viral & bacterial contaminations* UV+UF removes viruses; Patented Mineral Guard Technology to retain essential minerals in your water|1 year warranty*;10-12 Liter capacity; Booster Pump is required for the functioning of water purifier in case of inlet water pressure being less than 0.3kg/cm sq. Available through our service technician at an additional cost.|RO technology reduces TDS, hardness, and removes pesticides & heavy metals. Eliminates harmful bacteria, viruses, protozoa & cysts|1 year warranty for electrical parts, except UV Lamp. Warranty starts from date of dispatch. Filters are consumables, get blocked or choked because of water only. If water quality is good filters life will be more, If water quality is bad (More turbidity or more TDS) Filters life will be less. so, not covered in Warranty. Electrical part will be send through; Installation will be completed within 48 to 72 hrs.|Taste Adjuster (MTDS) controller enables adjustment of taste depending upon the source of water|12 stage filtrations,12 liter storage, High quality grey & Black color filters. With Active Copper Filter Series;ncludes â€“ RO Purifier, Pre Filter, Installation accessories, user manual. Installation â€“ You need to pay Up-to Rs. 500/- to the technician for installation.",https://www.pexels.com/photo/antique-kettles-hanging-on-a-wall-12523524/,https://www.amazon.in/Proven%C2%AE-Copper-ADJUSTER-Purifier-Technology/dp/B0B7FJNSZR/ref=sr_1_340?qid=1672923609&s=kitchen&sr=1-340,WaterFilters&Purifiers,"Proven® Copper + Mineral RO+UV+UF 10 to 12 Liter RO + UV + TDS ADJUSTER Water Purifier with Copper Charge Technology black & copper Best For Home and Office (Made In India) Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers Color: Black and Copper, Capacity: 10-12 liters, Power: 60 watts, Input Water Temperature: 10˚ to 40˚C, Operative Input voltage: 100 -300V ac; 50Hz, Material tank type: Food grade engineered plastic; Can be used for TDS upto 1500 ppm. Please use a TDS meter to find out the correct TDS of your water source before buying a water purifier|Proven Copper+ Eco Mineral RO+UV+UF+TDS charges water with 99.8% pure copper, in real time. While as per traditional practice, water needs to be stored overnight.|Ultra Filtration imparts crystal clear clarity to your drinking water in addition to making is safe from viral & bacterial contaminations* UV+UF removes viruses; Patented Mineral Guard Technology to retain essential minerals in your water|1 year warranty*;10-12 Liter capacity; Booster Pump is required for the functioning of water purifier in case of inlet water pressure being less than 0.3kg/cm sq. Available through our service technician at an additional cost.|RO technology reduces TDS, hardness, and removes pesticides & heavy metals. Eliminates harmful bacteria, viruses, protozoa & cysts|1 year warranty for electrical parts, except UV Lamp. Warranty starts from date of dispatch. Filters are consumables, get blocked or choked because of water only. If water quality is good filters life will be more, If water quality is bad (More turbidity or more TDS) Filters life will be less. so, not covered in Warranty. Electrical part will be send through; Installation will be completed within 48 to 72 hrs.|Taste Adjuster (MTDS) controller enables adjustment of taste depending upon the source of water|12 stage filtrations,12 liter storage, High quality grey & Black color filters. With Active Copper Filter Series;ncludes â€“ RO Purifier, Pre Filter, Installation accessories, user manual. Installation â€“ You need to pay Up-to Rs. 500/- to the technician for installation.",Proven®_Copper_+_Mineral_RO+UV+UF_10_to_12_Liter_RO_+_UV_+_TDS_ADJUSTER_Water_Purifier_with_Copper_C.jpg,/content/drive/My Drive/e_shop_images/Proven®_Copper_+_Mineral_RO+UV+UF_10_to_12_Liter_RO_+_UV_+_TDS_ADJUSTER_Water_Purifier_with_Copper_C.jpg
"Morphy Richards Daisy 1000W Dry Iron with American Heritage Non-Stick Coated Soleplate, White","Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",559,1010,45,4,17325,Aesthetically crafted plastic body|Temperature control for more convenience|Comes with a swivel cord that makes movement easy|American heritage non stick coated sole plate|Comes with a neon indicator|Unique floral design with Wooden Pattern Handle|Warranty: 2 years on product,https://www.pexels.com/photo/church-building-beside-houses-on-roadside-7140323/,https://www.amazon.in/Morphy-Richards-Daisy-1000-Watt-White/dp/B01N6IJG0F/ref=sr_1_341?qid=1672923609&s=kitchen&sr=1-341,DryIrons,"Morphy Richards Daisy 1000W Dry Iron with American Heritage Non-Stick Coated Soleplate, White Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons Aesthetically crafted plastic body|Temperature control for more convenience|Comes with a swivel cord that makes movement easy|American heritage non stick coated sole plate|Comes with a neon indicator|Unique floral design with Wooden Pattern Handle|Warranty: 2 years on product","Morphy_Richards_Daisy_1000W_Dry_Iron_with_American_Heritage_Non-Stick_Coated_Soleplate,_White.jpg","/content/drive/My Drive/e_shop_images/Morphy_Richards_Daisy_1000W_Dry_Iron_with_American_Heritage_Non-Stick_Coated_Soleplate,_White.jpg"
Wipro Vesta 1200 Watt GD201 Lightweight Automatic Dry Iron| Quick Heat Up| Stylish & Sleek |Anti bacterial German Weilburger Double Coated Soleplate |2 Years Warranty,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",660,1100,40,4,91,Wipro Vesta 1200 Watt Light Weight Automatic Dry Iron With German Anti Bacterial Soleplate Coating,https://pixabay.com/get/g0e0daa0508e0d584d13ffdbd72370d31125557befb2cb4cef63c1ee6a39e89749fefc78c01de6fe1889c786e25afe5fefc76512b53dce2f6f58fbd3a7a0c260f_640.jpg,https://www.amazon.in/Lightweight-Automatic-bacterial-Weilburger-Soleplate/dp/B0B84QN4CN/ref=sr_1_342?qid=1672923609&s=kitchen&sr=1-342,DryIrons,"Wipro Vesta 1200 Watt GD201 Lightweight Automatic Dry Iron| Quick Heat Up| Stylish & Sleek |Anti bacterial German Weilburger Double Coated Soleplate |2 Years Warranty Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons Wipro Vesta 1200 Watt Light Weight Automatic Dry Iron With German Anti Bacterial Soleplate Coating",Wipro_Vesta_1200_Watt_GD201_Lightweight_Automatic_Dry_Iron_Quick_Heat_Up_Stylish_&_Sleek_Anti_bacter.jpg,/content/drive/My Drive/e_shop_images/Wipro_Vesta_1200_Watt_GD201_Lightweight_Automatic_Dry_Iron_Quick_Heat_Up_Stylish_&_Sleek_Anti_bacter.jpg
"Zuvexa Egg Boiler Poacher Automatic Off Steaming, Cooking, Boiling Double Layer 14 Egg Boiler (Multicolor)…",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,419,999,58,4,227,egg boiler have Compatible design with new appearance makes for a great gift for your family and friends|Special Feature: Anti Dry Safety Protection || Less Noise || Stainless Steel And Anti Scald Design || 14 Eggs Capacity Removable Tray White,https://www.pexels.com/photo/white-chicken-eggs-in-boiling-water-6294392/,https://www.amazon.in/Zuvexa-Poacher-Automatic-Steaming-Multicolor/dp/B0B8ZM9RVV/ref=sr_1_340?qid=1672923610&s=kitchen&sr=1-340,EggBoilers,"Zuvexa Egg Boiler Poacher Automatic Off Steaming, Cooking, Boiling Double Layer 14 Egg Boiler (Multicolor)… Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers egg boiler have Compatible design with new appearance makes for a great gift for your family and friends|Special Feature: Anti Dry Safety Protection || Less Noise || Stainless Steel And Anti Scald Design || 14 Eggs Capacity Removable Tray White","Zuvexa_Egg_Boiler_Poacher_Automatic_Off_Steaming,_Cooking,_Boiling_Double_Layer_14_Egg_Boiler_(Multi.jpg","/content/drive/My Drive/e_shop_images/Zuvexa_Egg_Boiler_Poacher_Automatic_Off_Steaming,_Cooking,_Boiling_Double_Layer_14_Egg_Boiler_(Multi.jpg"
AO Smith HSE-VAS-X-015 Storage 15 Litre Vertical Water Heater (Geyser) White 4 Star,"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",7349,10900,33,4,11957,"Type: Storage ; Capacity: 15 Litres; Wattage: 2000 Watts; Pressure: 8 Bars ; BEE Rating: 4 Star;|Inner Tank Material: Blue Diamond Glass Lined Tank- 2X Corrosion Resistance; Outer Body Material: Metal|Product Dimensions: 44.1 cms X 33.8 cms X 33.8 cms|Warranty: 7 years on inner tank, 2+1* years extended warranty on glass coated heating element and 2 years comprehensive|Included in the box: 1 Vertical Storage Water Heater, User Manual , Mounting Screws|Blue Diamond Glass-Lined Tank for 2X corrosion resistance|Glass-Coated Heating Element to prevent scale formation and extend the life of heating element",https://www.pexels.com/photo/washstand-under-mirror-in-contemporary-bathroom-at-home-6436774/,https://www.amazon.in/AO-Smith-HSE-VAS-15-Litre-Storage/dp/B01892MIPA/ref=sr_1_341?qid=1672923610&s=kitchen&sr=1-341,StorageWaterHeaters,"AO Smith HSE-VAS-X-015 Storage 15 Litre Vertical Water Heater (Geyser) White 4 Star Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters Type: Storage ; Capacity: 15 Litres; Wattage: 2000 Watts; Pressure: 8 Bars ; BEE Rating: 4 Star;|Inner Tank Material: Blue Diamond Glass Lined Tank- 2X Corrosion Resistance; Outer Body Material: Metal|Product Dimensions: 44.1 cms X 33.8 cms X 33.8 cms|Warranty: 7 years on inner tank, 2+1* years extended warranty on glass coated heating element and 2 years comprehensive|Included in the box: 1 Vertical Storage Water Heater, User Manual , Mounting Screws|Blue Diamond Glass-Lined Tank for 2X corrosion resistance|Glass-Coated Heating Element to prevent scale formation and extend the life of heating element",AO_Smith_HSE-VAS-X-015_Storage_15_Litre_Vertical_Water_Heater_(Geyser)_White_4_Star.jpg,/content/drive/My Drive/e_shop_images/AO_Smith_HSE-VAS-X-015_Storage_15_Litre_Vertical_Water_Heater_(Geyser)_White_4_Star.jpg
Havells Festiva 1200mm Dust Resistant Ceiling Fan (Gold Mist),"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",2899,4005,28,4,7140,Design and finish exotic rich looks with modern styling|Aerodynamically Blade Shape|Speed: 400 RPM; Air Delivery: 230 CMM|Wider tip blade; 2 years comprehensive warranty|Material Type: Aluminium; Mounting Type: Downrod Mount,https://pixabay.com/get/gb2df338cc50fd10f2ea47f1bb56f29869f15048764216a71b72194781f961c1e327b91323d35613463718248c6f616b5b9b60dc1108572ea18b8a654b007193a_640.jpg,https://www.amazon.in/Havells-Festiva-1200mm-Resistant-Ceiling/dp/B08ZHYNTM1/ref=sr_1_342?qid=1672923610&s=kitchen&sr=1-342,CeilingFans,"Havells Festiva 1200mm Dust Resistant Ceiling Fan (Gold Mist) Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans Design and finish exotic rich looks with modern styling|Aerodynamically Blade Shape|Speed: 400 RPM; Air Delivery: 230 CMM|Wider tip blade; 2 years comprehensive warranty|Material Type: Aluminium; Mounting Type: Downrod Mount",Havells_Festiva_1200mm_Dust_Resistant_Ceiling_Fan_(Gold_Mist).jpg,/content/drive/My Drive/e_shop_images/Havells_Festiva_1200mm_Dust_Resistant_Ceiling_Fan_(Gold_Mist).jpg
